id,problem,solution
514,"[[null,null,null,null,null,null,2,7,null],[null,3,null,null,null,null,null,null,null],[null,5,null,1,null,null,null,null,null],[null,null,null,5,1,null,null,6,null],[null,null,4,2,null,null,7,5,null],[null,null,null,null,3,null,8,null,2],[8,4,null,null,null,null,5,null,null],[2,null,null,null,null,1,6,null,7],[5,null,7,null,9,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,7,2,5,1,9],[2,9,3,4,5,1,6,8,7],[5,1,7,8,9,6,4,2,3]]"
515,"[[4,8,null,9,6,null,null,null,null],[null,null,9,null,null,null,1,null,null],[null,null,2,null,null,null,null,3,null],[null,null,null,5,null,null,null,null,null],[3,null,4,2,null,null,7,null,null],[1,null,null,null,null,4,8,null,null],[null,null,null,null,7,null,null,1,null],[5,null,null,8,null,null,null,null,null],[2,null,null,4,null,null,6,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,7,2,5,1,9],[5,1,3,8,9,6,4,2,7],[2,9,7,4,5,1,6,8,3]]"
516,"[[4,8,null,9,null,null,null,null,null],[null,3,9,7,null,null,null,null,null],[7,5,null,null,null,8,null,3,null],[9,null,null,null,1,7,null,null,4],[null,null,4,2,null,9,null,null,1],[null,null,null,null,null,null,null,null,2],[null,null,null,null,null,null,null,null,9],[null,1,null,null,null,null,4,2,null],[null,null,null,null,5,null,null,8,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,7,2,5,1,9],[5,1,7,8,9,6,4,2,3],[2,9,3,4,5,1,6,8,7]]"
517,"[[null,8,1,null,6,null,null,7,null],[null,null,null,null,2,null,null,null,null],[7,5,null,null,4,null,null,3,null],[null,null,null,5,null,null,null,null,null],[3,null,null,null,8,null,null,null,null],[null,null,null,null,null,4,8,null,2],[null,4,6,null,7,null,5,null,null],[null,null,null,null,null,null,6,8,null],[2,9,null,null,null,null,4,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,7,1,5,2,9],[5,1,3,4,9,2,6,8,7],[2,9,7,8,5,6,4,1,3]]"
518,"[[null,null,1,null,6,null,null,null,5],[6,null,null,null,null,null,1,null,null],[null,5,null,null,null,null,null,null,null],[null,null,8,5,1,null,3,null,4],[null,null,null,2,null,null,null,null,null],[null,null,5,null,3,null,null,null,null],[null,4,6,null,null,null,null,2,null],[null,null,null,null,9,null,6,8,null],[2,null,3,8,5,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,7,1,5,2,9],[5,1,7,4,9,2,6,8,3],[2,9,3,8,5,6,4,1,7]]"
519,"[[null,null,null,null,null,null,2,null,5],[6,null,null,null,null,null,null,null,null],[7,null,2,null,null,8,9,null,null],[null,null,null,null,null,7,3,null,null],[null,null,null,2,null,null,null,5,1],[null,null,null,null,3,4,null,9,null],[null,4,null,3,null,null,null,null,null],[null,9,3,null,5,null,null,1,null],[null,1,null,null,9,null,null,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,7,1,5,2,9],[2,9,3,8,5,6,4,1,7],[5,1,7,4,9,2,6,8,3]]"
520,"[[null,8,null,null,6,null,2,null,5],[6,null,9,null,2,5,1,null,null],[7,null,null,null,null,null,null,null,null],[null,null,null,null,1,null,null,6,4],[null,null,null,null,null,null,7,null,null],[1,null,null,null,null,4,null,null,null],[null,4,null,null,null,null,null,null,9],[2,9,null,8,null,6,null,null,null],[null,null,3,4,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,6,3,7,1,5,2,9],[2,9,7,8,5,6,4,1,3],[5,1,3,4,9,2,6,8,7]]"
521,"[[4,8,null,9,null,null,null,null,5],[null,3,9,null,null,null,null,null,null],[null,null,null,null,null,null,null,null,6],[9,null,null,null,1,7,null,null,null],[null,null,null,null,null,9,null,5,null],[null,null,5,null,null,null,8,null,2],[null,null,7,null,null,1,null,null,null],[2,null,null,4,null,6,null,null,null],[null,null,null,null,7,2,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,7,3,5,1,6,2,9],[2,1,3,4,9,6,5,8,7],[5,9,6,8,7,2,4,1,3]]"
522,"[[4,8,null,null,null,3,2,null,null],[null,null,9,null,2,null,1,null,null],[null,null,null,null,4,null,null,3,null],[null,null,8,5,null,null,null,null,null],[3,null,null,null,null,null,null,null,null],[null,7,null,6,null,null,8,9,null],[8,null,null,null,5,1,6,null,null],[5,null,null,8,null,null,null,null,3],[null,null,null,null,null,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,7,3,5,1,6,2,9],[5,9,6,8,7,2,4,1,3],[2,1,3,4,9,6,5,8,7]]"
523,"[[null,8,1,null,null,null,null,null,null],[null,null,null,null,2,null,null,null,8],[null,null,null,1,4,null,null,null,null],[null,2,null,null,null,7,3,null,4],[3,null,4,null,null,null,null,null,null],[null,null,5,6,null,null,8,null,null],[null,null,null,3,null,null,null,null,9],[null,9,null,null,7,null,4,2,null],[null,null,3,null,null,6,5,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,7,3,5,2,6,1,9],[5,9,6,8,7,1,4,2,3],[2,1,3,4,9,6,5,8,7]]"
524,"[[null,null,null,null,null,null,2,7,5],[null,null,null,null,null,null,null,null,null],[null,null,2,1,null,8,null,null,null],[null,2,8,null,null,7,null,6,null],[null,6,null,2,null,null,null,5,null],[null,7,null,null,3,4,null,null,null],[8,4,null,null,null,2,null,null,9],[5,null,null,null,null,null,4,null,null],[null,null,6,null,null,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,7,3,5,2,6,1,9],[5,1,3,8,9,6,4,2,7],[2,9,6,4,7,1,5,8,3]]"
525,"[[null,8,null,null,null,3,null,7,null],[6,null,9,null,null,5,null,null,null],[null,null,null,1,null,8,null,3,null],[null,2,null,null,1,7,null,null,null],[null,null,null,null,null,null,null,5,null],[1,null,5,null,3,null,null,9,2],[null,4,null,null,null,null,6,1,null],[null,null,null,null,null,null,null,null,null],[null,null,null,null,9,null,4,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,7,3,5,2,6,1,9],[2,9,6,4,7,1,5,8,3],[5,1,3,8,9,6,4,2,7]]"
526,"[[null,8,1,null,null,null,2,null,null],[null,null,null,null,null,null,null,null,null],[7,null,null,1,null,null,null,3,null],[null,2,null,5,null,null,null,null,4],[3,null,null,2,null,null,null,null,null],[null,null,5,null,3,null,8,null,null],[null,4,null,null,null,2,null,1,9],[null,null,3,null,null,6,5,null,null],[null,9,null,null,7,null,null,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,4,7,3,5,2,6,1,9],[2,1,3,4,9,6,5,8,7],[5,9,6,8,7,1,4,2,3]]"
527,"[[null,null,1,null,null,null,null,null,5],[null,null,9,null,2,5,1,null,null],[null,null,null,null,null,8,null,3,null],[null,null,8,5,null,null,null,6,null],[3,null,4,null,null,null,null,null,null],[null,7,null,null,3,4,null,null,null],[8,null,null,null,null,null,null,1,7],[null,null,6,3,7,null,5,null,null],[null,null,null,null,null,null,4,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,3,4,5,2,6,1,7],[2,4,6,3,7,1,5,8,9],[5,1,7,8,9,6,4,2,3]]"
528,"[[null,null,null,null,null,3,null,null,null],[null,null,null,null,2,null,1,4,8],[null,null,2,null,4,null,null,3,null],[null,null,null,null,1,7,3,null,null],[null,6,null,null,null,null,7,5,1],[null,null,5,null,null,null,null,9,null],[null,null,3,4,null,null,null,1,null],[null,1,null,8,9,null,null,null,null],[null,4,null,null,null,null,5,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,3,4,5,2,6,1,7],[5,1,7,8,9,6,4,2,3],[2,4,6,3,7,1,5,8,9]]"
529,"[[null,null,null,null,6,null,null,null,null],[6,3,null,null,null,5,null,4,null],[7,null,null,null,4,null,9,null,null],[null,2,null,null,1,7,null,null,null],[null,null,4,2,null,null,null,5,1],[null,7,null,6,null,null,null,null,null],[8,9,null,null,null,null,null,2,7],[null,null,null,null,null,null,null,null,null],[null,1,null,3,7,null,4,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,3,4,5,1,6,2,7],[2,4,7,8,9,6,5,1,3],[5,1,6,3,7,2,4,8,9]]"
530,"[[null,8,null,9,null,null,null,null,null],[6,null,null,null,null,null,null,null,null],[null,null,2,null,4,8,null,3,null],[null,2,8,5,null,null,null,null,4],[null,null,4,2,null,9,null,null,1],[1,null,5,null,null,null,null,null,null],[null,9,null,null,null,null,null,2,7],[null,null,6,3,null,2,4,8,null],[null,null,null,null,null,null,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,3,4,5,1,6,2,7],[5,1,6,3,7,2,4,8,9],[2,4,7,8,9,6,5,1,3]]"
531,"[[null,null,null,null,null,3,null,null,5],[null,3,null,7,2,5,null,null,null],[null,null,null,null,null,null,9,null,6],[null,null,null,null,null,7,null,null,null],[3,null,null,2,8,null,null,null,null],[1,null,5,6,null,null,null,9,null],[8,null,6,null,null,null,null,2,null],[null,null,null,null,null,null,null,1,null],[null,null,7,null,null,null,4,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,4,7,1,5,2,3],[5,4,3,8,9,2,6,1,7],[2,1,7,3,5,6,4,8,9]]"
532,"[[null,null,null,9,null,3,2,null,null],[null,null,null,7,null,null,null,null,null],[7,5,null,null,null,8,null,null,null],[null,null,8,null,null,null,3,null,4],[3,6,null,null,null,9,null,null,1],[1,7,null,6,null,null,null,null,null],[null,9,null,null,7,null,5,null,null],[null,null,null,null,null,6,4,8,null],[5,null,null,8,null,null,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,4,7,1,5,2,3],[2,1,7,3,5,6,4,8,9],[5,4,3,8,9,2,6,1,7]]"
533,"[[null,null,1,9,6,null,null,null,null],[null,null,null,7,null,5,null,4,8],[7,5,null,null,null,null,null,null,null],[null,null,null,null,1,null,null,null,null],[3,6,null,null,8,null,null,5,null],[null,null,null,null,3,null,null,9,2],[8,null,6,null,null,null,null,null,null],[null,null,null,null,9,null,4,2,null],[null,null,null,null,null,null,6,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,4,7,2,5,1,3],[5,1,3,8,9,6,4,2,7],[2,4,7,3,5,1,6,8,9]]"
534,"[[null,null,null,null,null,3,2,null,5],[6,null,9,null,null,5,null,null,null],[7,null,null,null,null,null,null,null,null],[null,null,8,null,null,null,null,null,null],[3,6,4,null,8,null,null,null,null],[null,null,null,null,null,null,null,9,2],[8,9,null,null,7,null,null,null,null],[null,null,3,8,null,null,6,2,null],[null,null,null,null,null,6,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,4,7,2,5,1,3],[5,4,3,8,9,1,6,2,7],[2,1,7,3,5,6,4,8,9]]"
535,"[[null,8,null,9,6,3,null,null,null],[null,null,null,null,null,null,null,null,null],[7,null,2,null,null,null,null,3,null],[null,null,null,5,1,null,null,null,null],[null,6,4,null,null,null,7,5,null],[null,null,5,null,null,4,8,9,null],[null,9,6,null,7,2,5,null,null],[null,null,null,3,null,null,6,null,null],[null,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,4,7,2,5,1,3],[2,4,7,3,5,1,6,8,9],[5,1,3,8,9,6,4,2,7]]"
536,"[[null,8,1,null,6,null,null,null,null],[6,null,null,7,null,null,null,null,null],[null,null,2,1,null,8,null,3,6],[null,null,null,null,null,7,3,null,null],[null,null,4,null,null,null,null,5,null],[null,null,null,null,null,null,8,9,2],[null,9,6,null,null,2,null,null,null],[null,1,null,null,5,null,null,null,9],[5,null,null,null,null,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,4,7,2,5,1,3],[2,1,7,3,5,6,4,8,9],[5,4,3,8,9,1,6,2,7]]"
537,"[[null,8,null,9,null,null,2,null,5],[null,null,null,null,2,5,null,4,8],[null,null,null,1,null,null,null,null,null],[9,null,8,null,1,null,null,6,null],[null,6,4,null,null,null,null,5,null],[null,null,null,6,3,null,null,null,2],[null,null,null,null,null,null,null,null,null],[2,null,null,4,9,null,null,null,null],[5,null,null,null,null,1,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,2,4,1,7],[2,1,7,4,9,6,5,8,3],[5,4,3,8,7,1,6,2,9]]"
538,"[[null,8,1,null,null,null,null,null,null],[null,3,null,7,2,null,null,null,null],[7,null,null,null,null,null,9,null,6],[null,null,null,null,null,null,null,null,null],[null,6,null,null,null,9,null,5,1],[null,null,null,null,null,4,8,9,null],[8,9,null,null,null,2,4,null,null],[null,1,3,null,7,null,null,null,null],[null,null,null,8,null,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,2,4,1,7],[2,1,3,4,7,6,5,8,9],[5,4,7,8,9,1,6,2,3]]"
539,"[[4,8,null,9,null,null,null,null,5],[null,null,9,7,2,null,null,null,null],[null,null,null,null,null,8,null,null,null],[null,2,8,null,1,null,null,null,null],[null,6,null,null,null,null,7,null,null],[null,7,null,null,3,null,null,9,null],[null,null,null,null,null,null,4,null,null],[5,null,null,null,9,null,6,2,null],[null,null,3,4,null,null,5,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,2,4,1,7],[5,4,7,8,9,1,6,2,3],[2,1,3,4,7,6,5,8,9]]"
540,"[[null,8,null,9,null,3,null,null,null],[6,null,null,7,null,null,null,null,null],[null,null,null,null,null,null,9,null,null],[9,null,8,null,null,7,null,null,4],[null,6,null,2,null,null,7,null,null],[1,null,5,6,3,null,null,null,null],[null,null,null,3,5,null,null,1,null],[5,null,3,8,null,null,null,2,null],[null,null,7,null,null,null,null,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,2,4,1,7],[5,4,3,8,7,1,6,2,9],[2,1,7,4,9,6,5,8,3]]"
541,"[[null,8,null,9,null,null,2,null,null],[6,null,null,7,null,null,null,4,null],[7,5,null,null,null,8,null,null,null],[null,2,8,null,null,null,3,null,null],[null,null,null,null,null,null,null,5,null],[null,null,5,null,null,4,8,null,2],[null,null,null,null,5,null,null,2,null],[null,null,3,null,null,6,5,null,9],[null,null,null,4,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,1,4,2,7],[2,4,3,8,7,6,5,1,9],[5,1,7,4,9,2,6,8,3]]"
542,"[[4,8,null,null,null,3,2,null,null],[null,null,null,null,null,null,1,null,null],[7,5,2,null,null,null,null,null,null],[9,null,null,null,1,7,null,6,null],[3,null,null,null,8,null,null,5,null],[null,null,5,null,null,null,null,9,null],[null,null,6,3,5,null,null,null,null],[null,null,7,null,null,null,null,1,null],[null,null,null,null,null,2,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,1,4,2,7],[2,4,7,8,9,6,5,1,3],[5,1,3,4,7,2,6,8,9]]"
543,"[[null,null,null,9,6,null,null,7,null],[null,null,null,null,null,5,null,null,null],[null,5,2,null,null,null,null,3,null],[null,2,null,null,null,null,null,null,4],[3,6,4,null,8,null,null,null,1],[null,7,null,null,3,null,null,null,null],[8,null,null,3,5,1,4,null,null],[null,null,null,4,null,6,null,null,null],[null,null,null,null,null,null,null,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,1,4,2,7],[2,1,7,4,9,6,5,8,3],[5,4,3,8,7,2,6,1,9]]"
544,"[[null,null,null,9,6,null,null,null,null],[null,null,null,null,2,null,null,null,8],[7,5,2,null,null,8,null,3,null],[null,null,null,5,null,7,null,null,4],[3,null,null,null,null,null,null,5,null],[null,null,null,6,null,null,null,null,null],[null,9,6,null,null,null,null,null,7],[null,null,null,4,null,null,null,8,null],[null,null,7,8,null,null,6,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,1,4,2,7],[2,1,3,4,7,6,5,8,9],[5,4,7,8,9,2,6,1,3]]"
545,"[[null,null,null,null,null,3,null,null,null],[null,null,null,null,null,null,1,null,null],[7,5,2,null,null,8,null,null,null],[null,null,8,5,null,7,null,6,null],[3,null,null,null,null,null,7,null,null],[1,null,5,null,null,4,null,null,null],[null,9,6,null,5,null,4,null,null],[null,1,null,null,null,null,null,null,9],[null,null,null,8,null,null,5,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,1,4,2,7],[5,1,3,4,7,2,6,8,9],[2,4,7,8,9,6,5,1,3]]"
546,"[[4,8,null,null,null,null,2,null,null],[null,3,9,null,null,null,null,null,8],[null,null,2,1,null,null,null,null,null],[null,null,null,5,null,null,null,null,4],[null,null,null,null,8,9,null,5,1],[null,null,null,6,3,null,null,null,null],[null,9,null,null,null,null,null,null,null],[5,null,null,4,9,null,6,null,null],[null,null,null,null,null,6,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,1,4,2,7],[5,1,7,4,9,2,6,8,3],[2,4,3,8,7,6,5,1,9]]"
547,"[[4,null,null,null,null,3,null,7,null],[null,null,9,7,null,null,null,4,8],[null,null,null,1,null,null,null,3,null],[null,2,null,null,null,null,null,null,null],[3,6,4,null,8,null,null,null,null],[null,7,null,6,3,null,null,null,null],[null,null,null,null,5,null,null,null,null],[null,null,null,8,9,null,6,1,null],[null,null,null,null,null,null,null,8,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,1,4,2,7],[5,4,7,8,9,2,6,1,3],[2,1,3,4,7,6,5,8,9]]"
548,"[[null,8,1,null,6,3,2,null,null],[null,3,null,7,null,null,null,null,null],[7,null,null,null,null,null,null,null,null],[9,null,8,null,null,null,null,null,4],[null,6,null,null,null,9,null,null,1],[null,null,null,6,null,null,null,null,2],[null,null,null,null,5,1,null,null,7],[null,null,null,null,null,2,null,1,9],[null,null,7,null,null,null,null,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,6,3,5,1,4,2,7],[5,4,3,8,7,2,6,1,9],[2,1,7,4,9,6,5,8,3]]"
549,"[[null,8,1,null,null,3,null,null,null],[null,null,9,7,null,null,null,null,null],[null,null,null,1,4,null,null,null,6],[null,null,null,5,null,null,3,null,null],[null,6,null,null,8,null,7,5,null],[null,7,null,null,null,null,null,null,null],[8,9,null,null,5,null,null,2,null],[null,null,null,3,null,null,4,null,null],[null,null,3,null,null,null,null,1,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,7,4,5,1,6,2,3],[5,1,6,3,7,2,4,8,9],[2,4,3,8,9,6,5,1,7]]"
550,"[[4,null,null,null,null,null,null,null,5],[null,null,9,7,2,5,null,4,8],[7,null,null,1,null,null,null,null,6],[null,null,8,null,1,null,3,null,4],[null,6,null,null,null,null,null,null,null],[null,null,null,null,3,4,null,9,null],[null,9,null,null,5,null,null,2,null],[null,null,null,null,9,2,null,null,7],[null,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,7,4,5,1,6,2,3],[5,1,6,3,9,2,4,8,7],[2,4,3,8,7,6,5,1,9]]"
551,"[[null,8,null,null,null,null,null,null,null],[6,null,9,null,null,5,1,null,null],[7,null,null,1,null,null,null,null,null],[9,2,null,null,1,null,3,null,null],[null,null,4,2,8,null,null,null,null],[null,null,null,null,3,null,null,null,null],[null,null,null,null,null,null,null,2,null],[null,4,null,null,null,6,null,null,9],[5,null,6,3,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,7,4,5,1,6,2,3],[2,4,3,8,7,6,5,1,9],[5,1,6,3,9,2,4,8,7]]"
552,"[[4,null,null,null,null,3,null,null,null],[null,null,null,7,null,5,null,null,8],[null,null,2,1,null,null,null,3,null],[9,null,null,null,null,null,null,6,null],[null,6,null,2,null,9,null,5,1],[1,7,null,6,null,null,null,null,2],[null,null,null,4,null,null,null,2,null],[null,4,3,null,null,6,null,null,null],[5,null,6,null,null,null,null,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,6,3,4,8,9,2],[8,9,7,4,5,1,6,2,3],[2,4,3,8,9,6,5,1,7],[5,1,6,3,7,2,4,8,9]]"
